epoch,loss,bleu
001,8.847,0.82
002,7.912,2.03
003,7.198,4.43
004,6.624,6.91
005,6.253,9.08
006,5.995,12.38
007,5.81,14.16
008,5.605,15.81
009,5.454,17.58
010,5.357,17.93
011,5.234,19.54
012,5.175,20.32
013,5.108,20.74
014,5.058,21.24
015,5,21.67
016,4.988,22.05
017,4.921,22.66
018,4.899,23.08
019,4.867,23.56
020,4.836,23.89
021,4.829,23.76
022,4.8,24.37
023,4.762,24.58
024,4.756,24.88
025,4.814,23.2
026,4.714,24.86
027,4.692,25.17
028,4.704,25.19
029,4.674,25.52
030,4.666,25.19
031,4.659,26
032,4.652,26.02
033,4.636,26.14
034,4.639,26.05
035,4.614,26.35
036,4.615,26.42
037,4.585,26.14
038,4.587,26.75
039,4.596,26.14
040,4.568,26.95
041,4.562,26.85
042,4.568,27
043,4.561,26.79
044,4.547,26.72
045,4.539,27.23
046,4.533,27.28
047,4.517,27.03
048,4.536,27.43
049,4.519,27.2
050,4.525,27.4
051,4.517,27.26
052,4.517,27.56
053,4.5,27.49
054,4.5,27.49
055,4.502,27.51
056,4.489,27.58
057,4.476,27.41
058,4.486,27.2
059,4.474,27.6
060,4.5,27.94
002,7.876,2.07
003,7.179,5.2
003,6.615,7.21
004,6.615,7.21
005,6.234,9.34
006,5.991,12.4
007,5.818,13.85
008,5.62,15.37
009,5.47,17.27
010,5.384,17.35
011,5.251,19.33
012,5.187,20.03
013,5.128,20.66
014,5.065,21.28
015,5.011,21.56
016,4.988,21.73
017,4.929,22.74
018,4.904,23.08
019,4.872,23.55
020,4.845,23.72
021,4.818,24.12
022,4.803,24.17
023,4.768,24.47
024,4.758,24.77
025,4.79,23.5
026,4.718,25.1
027,4.698,25.29
028,4.705,25.34
029,4.676,25.56
030,4.673,25.47
031,4.657,25.93
032,4.644,26.05
033,4.635,26.34
034,4.64,25.94
035,4.614,26.32
036,4.605,26.52
037,4.586,26.25
038,4.587,26.62
039,4.603,26.05
040,4.568,27.09
041,4.565,27.01
042,4.571,27.08
043,4.558,26.73
044,4.547,26.83
045,4.537,27.16
046,4.528,27.24
047,4.514,27.28
048,4.528,27.52
049,4.519,27.38
050,4.523,27.46
051,4.515,27.42
052,4.512,27.59
053,4.498,27.62
054,4.497,27.77
055,4.498,27.73
056,4.484,27.78
057,4.474,27.61
058,4.489,27.42
059,4.477,27.68
060,4.49,27.98
014,5.065,21.28
015,5.011,21.56
016,4.988,21.73
017,4.929,22.74
018,4.904,23.08
019,4.872,23.55
020,4.845,23.72
021,4.818,24.12
022,4.803,24.17
023,4.768,24.47
024,4.758,24.77
025,4.79,23.5
026,4.718,25.1
027,4.698,25.29
028,4.705,25.34
029,4.676,25.56
030,4.673,25.47
031,4.657,25.93
032,4.644,26.05
033,4.635,26.34
034,4.64,25.94
035,4.614,26.32
036,4.605,26.52
037,4.586,26.25
038,4.587,26.62
039,4.603,26.05
040,4.568,27.09
041,4.565,27.01
042,4.571,27.08
043,4.558,26.73
044,4.547,26.83
045,4.537,27.16
046,4.528,27.24
047,4.514,27.28
048,4.528,27.52
049,4.519,27.38
050,4.523,27.46
051,4.515,27.42
052,4.512,27.59
053,4.498,27.62
054,4.497,27.77
055,4.498,27.73
056,4.484,27.78
057,4.474,27.61
058,4.489,27.42
059,4.477,27.68
060,4.49,27.98
